Fecha,RFC ordenante,ID colaborador,CLABE,Importe,Referencia,Estatus,Motivo de rechazo,Folio SPEI
2026-02-15,TST230209M88,EMP-018,012440703682195819,11067.0,NOM0201018,APLICADO,,SPEI976266286
2026-02-15,AOP190822K51,EMP-019,021650003762586560,5701.5,NOM0201019,APLICADO,,SPEI519440854
2026-02-15,SSC210415H29,EMP-020,014910792132044001,5244.75,NOM0201020,RECHAZADO,Formato incorrecto,
2026-02-15,AOP190822K51,EMP-021,012650132824697552,21043.2,NOM0201021,APLICADO,,SPEI881319950
2026-02-15,AOP190822K51,EMP-022,021180382182335394,8054.5,NOM0201022,RECHAZADO,CLABE invalida,
2026-02-15,AOP190822K51,EMP-023,014440051201768335,8869.0,NOM0201023,APLICADO,,SPEI037387477
2026-02-15,SSC210415H29,EMP-024,012180732655058269,9808.4,NOM0201024,APLICADO,,SPEI037594685
2026-02-15,TST230209M88,EMP-025,014180316339473908,27454.8,NOM0201025,APLICADO,,SPEI801060677
2026-02-15,TST230209M88,EMP-026,012440290236693814,6425.5,NOM0201026,APLICADO,,SPEI292301202
2026-02-15,SSC210415H29,EMP-026,012440290236693814,6425.5,NOM0201026,APLICADO,,SPEI188570622
2026-02-15,TST230209M88,EMP-027,012650246260910161,9634.8,NOM0201027,APLICADO,,SPEI567663592
2026-02-15,GMA180705B12,EMP-028,012650384549475868,5611.0,NOM0201028,RECHAZADO,CLABE invalida,
2026-02-15,PRE220118D34,EMP-029,014320376786432091,6425.5,NOM0201029,APLICADO,,SPEI281569194
2026-02-15,GMA180705B12,EMP-030,012180575206651942,29222.1,NOM0201030,APLICADO,,SPEI738345195
2026-02-15,MLO200310J77,EMP-031,012180468190330619,5055.75,NOM0201031,APLICADO,,SPEI922577445
2026-02-15,SSC210415H29,EMP-032,012320736696770249,13410.6,NOM0201032,APLICADO,,SPEI069668337
2026-02-15,PRE220118D34,EMP-032,012320736696770249,13410.6,NOM0201032,APLICADO,,SPEI872440623
2026-02-15,TST230209M88,EMP-033,002910804997339819,10068.8,NOM0201033,APLICADO,,SPEI047385233
2026-02-15,SSC210415H29,EMP-034,012320953702651915,11067.0,NOM0201034,RECHAZADO,CLABE invalida,
2026-02-15,AOP190822K51,EMP-035,002180997094244955,5055.75,NOM0201035,APLICADO,,SPEI970964511
2026-02-15,MLO200310J77,EMP-036,072180464428282994,18577.2,NOM0201036,APLICADO,,SPEI606338676
2026-02-15,AOP190822K51,EMP-038,646440116743606640,16188.2,NOM0201038,APLICADO,,SPEI332874824
2026-02-15,SSC210415H29,EMP-039,012320469084151242,5670.0,NOM0201039,APLICADO,,SPEI965534286
2026-02-15,TST230209M88,EMP-041,002320276488091062,8914.25,NOM0201041,APLICADO,,SPEI200768208
2026-02-15,TST230209M88,EMP-042,012910463602490157,4441.5,NOM0201042,APLICADO,,SPEI352591427
2026-02-15,AOP190822K51,EMP-043,072650890442327340,24495.6,NOM0201043,APLICADO,,SPEI459726971
2026-02-15,AOP190822K51,EMP-044,014650998746252673,6063.5,NOM0201044,APLICADO,,SPEI362991317
2026-02-15,SSC210415H29,EMP-045,002650593254381621,5973.0,NOM0201045,APLICADO,,SPEI642499967
2026-02-15,TST230209M88,EMP-046,002650967133762793,5792.0,NOM0201046,APLICADO,,SPEI772696753
2026-02-15,TST230209M88,EMP-047,014180424626446255,5339.25,NOM0201047,APLICADO,,SPEI972493768
2026-02-15,SSC210415H29,EMP-048,012180882880590714,12065.2,NOM0201048,APLICADO,,SPEI864797544
2026-02-15,AOP190822K51,EMP-049,072910447136485319,7873.5,NOM0201049,APLICADO,,SPEI964528138
2026-02-15,TST230209M88,EMP-050,012180390499561095,16448.6,NOM0201050,APLICADO,,SPEI957842923
2026-02-15,AOP190822K51,EMP-051,014910287245379301,6380.25,NOM0201051,APLICADO,,SPEI727456360
2026-02-15,TST230209M88,EMP-052,021320791427681973,5244.75,NOM0201052,APLICADO,,SPEI826670609
2026-02-15,GMA180705B12,EMP-054,072320632441416957,5520.5,NOM0201054,APLICADO,,SPEI662999807
2026-02-15,GMA180705B12,EMP-055,012440889924120796,15320.2,NOM0201055,APLICADO,,SPEI167064638
2026-02-15,GMA180705B12,EMP-056,014650645099845420,10546.2,NOM0201056,APLICADO,,SPEI978388475
2026-02-15,MLO200310J77,EMP-057,012650462309592554,8235.5,NOM0201057,APLICADO,,SPEI479721073
2026-02-15,TST230209M88,EMP-058,072180717417979774,17056.5,NOM0201058,APLICADO,,SPEI488341956
2026-02-15,AOP190822K51,EMP-059,646440008641511602,8235.5,NOM0201059,APLICADO,,SPEI130942491
2026-02-15,TST230209M88,EMP-060,021180912334908454,11110.4,NOM0201060,APLICADO,,SPEI189366917
2026-02-15,AOP190822K51,EMP-061,014440102645548031,9231.0,NOM0201061,APLICADO,,SPEI497189386
2026-02-15,AOP190822K51,EMP-062,646180675476565917,4205.25,NOM0201062,RECHAZADO,CLABE invalida,
2026-02-15,GMA180705B12,EMP-063,012910426362062943,16622.2,NOM0201063,APLICADO,,SPEI126551444
2026-02-15,TST230209M88,EMP-064,072180450931275774,7828.25,NOM0201064,APLICADO,,SPEI109030856
2026-02-15,SSC210415H29,EMP-065,002440893493016191,17796.3,NOM0201065,APLICADO,,SPEI434848249
2026-02-15,MLO200310J77,EMP-066,012320976838196904,28276.8,NOM0201066,APLICADO,,SPEI911434727
2026-02-15,PRE220118D34,EMP-067,002180327019127106,4866.75,NOM0201067,APLICADO,,SPEI939287992
2026-02-15,MLO200310J77,EMP-068,012910017121001758,17262.0,NOM0201068,APLICADO,,SPEI794872267
2026-02-15,SSC210415H29,EMP-069,014180644051487708,8009.25,NOM0201069,APLICADO,,SPEI224756841
2026-02-15,SSC210415H29,EMP-071,002910569084632528,4630.5,NOM0201071,APLICADO,,SPEI911074297
2026-02-15,TST230209M88,EMP-072,012320127840136895,17229.8,NOM0201072,APLICADO,,SPEI716449390
2026-02-15,AOP190822K51,EMP-073,012180634224349106,6832.75,NOM0201073,APLICADO,,SPEI257829888
2026-02-15,MLO200310J77,EMP-074,012440517724124594,15320.2,NOM0201074,APLICADO,,SPEI200512148
2026-02-15,AOP190822K51,EMP-076,072910249826509716,6697.0,NOM0201076,APLICADO,,SPEI086414577
2026-02-15,GMA180705B12,EMP-077,002180015906905565,6244.5,NOM0201077,APLICADO,,SPEI053385979
2026-02-15,SSC210415H29,EMP-078,072650766343750467,5837.25,NOM0201078,APLICADO,,SPEI723367110
2026-02-15,GMA180705B12,EMP-079,021320811022465380,8145.0,NOM0201079,APLICADO,,SPEI707967288
2026-02-15,AOP190822K51,EMP-080,072180382034664538,4394.25,NOM0201080,APLICADO,,SPEI915444292
2026-02-28,SSC210415H29,EMP-001,014650844009394160,13888.0,NOM0202001,APLICADO,,SPEI798149908
2026-02-28,AOP190822K51,EMP-002,072910173585738907,10416.0,NOM0202002,APLICADO,,SPEI563094774
2026-02-28,MLO200310J77,EMP-003,002910269751510723,9808.4,NOM0202003,RECHAZADO,Cuenta inactiva,
2026-02-28,SSC210415H29,EMP-004,012650151110914483,11370.8,NOM0202004,APLICADO,,SPEI607391503
2026-02-28,MLO200310J77,EMP-005,072320508897260755,8235.5,NOM0202005,APLICADO,,SPEI773206013
2026-02-28,PRE220118D34,EMP-006,646180250369342533,6923.25,NOM0202006,APLICADO,,SPEI584952093
2026-02-28,SSC210415H29,EMP-007,012320110005958621,25399.8,NOM0202007,APLICADO,,SPEI990215247
2026-02-28,PRE220118D34,EMP-008,012910347883409753,11023.6,NOM0202008,APLICADO,,SPEI352944983
2026-02-28,MLO200310J77,EMP-009,002650080240641969,23139.3,NOM0202009,APLICADO,,SPEI540284744
2026-02-28,SSC210415H29,EMP-010,012650985627001097,4677.75,NOM0202010,APLICADO,,SPEI464917512
2026-02-28,SSC210415H29,EMP-011,012440318697474800,5150.25,NOM0202011,APLICADO,,SPEI064658519
2026-02-28,TST230209M88,EMP-012,002440519237966176,5150.25,NOM0202012,APLICADO,,SPEI191745514
2026-02-28,PRE220118D34,EMP-013,012910909100838351,21372.0,NOM0202013,APLICADO,,SPEI781917338
2026-02-28,SSC210415H29,EMP-014,072650642831628474,6742.25,NOM0202014,RECHAZADO,CLABE invalida,
2026-02-28,MLO200310J77,EMP-015,002440474094498948,5656.25,NOM0202015,APLICADO,,SPEI986843057
2026-02-28,AOP190822K51,EMP-017,021320646946020445,10893.4,NOM0202017,APLICADO,,SPEI741045739
2026-02-28,TST230209M88,EMP-018,012440703682195819,11067.0,NOM0202018,APLICADO,,SPEI571573176
2026-02-28,AOP190822K51,EMP-019,021650003762586560,5701.5,NOM0202019,APLICADO,,SPEI746183270
2026-02-28,SSC210415H29,EMP-020,014910792132044001,5244.75,NOM0202020,APLICADO,,SPEI664708244
2026-02-28,AOP190822K51,EMP-021,012650132824697552,21043.2,NOM0202021,APLICADO,,SPEI286375905
2026-02-28,AOP190822K51,EMP-022,021180382182335394,8054.5,NOM0202022,RECHAZADO,CLABE invalida,
2026-02-28,AOP190822K51,EMP-023,014440051201768335,8869.0,NOM0202023,APLICADO,,SPEI017074999
2026-02-28,SSC210415H29,EMP-024,012180732655058269,9808.4,NOM0202024,APLICADO,,SPEI383816971
2026-02-28,TST230209M88,EMP-026,012440290236693814,6425.5,NOM0202026,APLICADO,,SPEI328461978
2026-02-28,TST230209M88,EMP-027,012650246260910161,9634.8,NOM0202027,APLICADO,,SPEI565460394
2026-02-28,GMA180705B12,EMP-028,012650384549475868,5611.0,NOM0202028,RECHAZADO,CLABE invalida,
2026-02-28,PRE220118D34,EMP-029,014320376786432091,6425.5,NOM0202029,APLICADO,,SPEI447432246
2026-02-28,GMA180705B12,EMP-030,012180575206651942,29222.1,NOM0202030,APLICADO,,SPEI980813140
2026-02-28,MLO200310J77,EMP-031,012180468190330619,5055.75,NOM0202031,APLICADO,,SPEI216288529
2026-02-28,SSC210415H29,EMP-032,012320736696770249,13410.6,NOM0202032,APLICADO,,SPEI250702724
2026-02-28,TST230209M88,EMP-033,002910804997339819,10068.8,NOM0202033,APLICADO,,SPEI080833765
2026-02-28,SSC210415H29,EMP-034,012320953702651915,11067.0,NOM0202034,RECHAZADO,CLABE invalida,
2026-02-28,AOP190822K51,EMP-035,002180997094244955,5055.75,NOM0202035,RECHAZADO,Cuenta cancelada,
2026-02-28,MLO200310J77,EMP-036,072180464428282994,18577.2,NOM0202036,APLICADO,,SPEI218890145
2026-02-28,AOP190822K51,EMP-037,072910423640286109,5150.25,NOM0202037,APLICADO,,SPEI570220078
2026-02-28,AOP190822K51,EMP-038,646440116743606640,16188.2,NOM0202038,APLICADO,,SPEI156718297
2026-02-28,SSC210415H29,EMP-039,012320469084151242,5670.0,NOM0202039,APLICADO,,SPEI521324505
2026-02-28,MLO200310J77,EMP-040,014910525498305606,6289.75,NOM0202040,APLICADO,,SPEI630996462
2026-02-28,TST230209M88,EMP-041,002320276488091062,8914.25,NOM0202041,APLICADO,,SPEI049683846
2026-02-28,TST230209M88,EMP-042,012910463602490157,4441.5,NOM0202042,APLICADO,,SPEI252111726
2026-02-28,AOP190822K51,EMP-043,072650890442327340,24495.6,NOM0202043,APLICADO,,SPEI651914578
2026-02-28,AOP190822K51,EMP-044,014650998746252673,6063.5,NOM0202044,APLICADO,,SPEI380764307
2026-02-28,SSC210415H29,EMP-045,002650593254381621,5973.0,NOM0202045,APLICADO,,SPEI834319540
2026-02-28,TST230209M88,EMP-046,002650967133762793,5792.0,NOM0202046,APLICADO,,SPEI326777530
2026-02-28,TST230209M88,EMP-047,014180424626446255,5339.25,NOM0202047,APLICADO,,SPEI722379174
2026-02-28,SSC210415H29,EMP-048,012180882880590714,12065.2,NOM0202048,APLICADO,,SPEI176969814
2026-02-28,AOP190822K51,EMP-049,072910447136485319,7873.5,NOM0202049,APLICADO,,SPEI496040546
2026-02-28,TST230209M88,EMP-050,012180390499561095,16448.6,NOM0202050,APLICADO,,SPEI302533843
2026-02-28,AOP190822K51,EMP-051,014910287245379301,6380.25,NOM0202051,APLICADO,,SPEI719007396
2026-02-28,TST230209M88,EMP-052,021320791427681973,5244.75,NOM0202052,APLICADO,,SPEI207729229
2026-02-28,SSC210415H29,EMP-053,021910556408949085,9185.75,NOM0202053,APLICADO,,SPEI831728818
2026-02-28,GMA180705B12,EMP-054,072320632441416957,5520.5,NOM0202054,APLICADO,,SPEI924645402
2026-02-28,GMA180705B12,EMP-055,012440889924120796,15320.2,NOM0202055,APLICADO,,SPEI286434539
2026-02-28,GMA180705B12,EMP-056,014650645099845420,10546.2,NOM0202056,APLICADO,,SPEI056723688
2026-02-28,MLO200310J77,EMP-057,012650462309592554,8235.5,NOM0202057,APLICADO,,SPEI191575541
2026-02-28,TST230209M88,EMP-058,072180717417979774,17056.5,NOM0202058,APLICADO,,SPEI170552381
2026-02-28,AOP190822K51,EMP-059,646440008641511602,8235.5,NOM0202059,APLICADO,,SPEI367996751
2026-02-28,TST230209M88,EMP-060,021180912334908454,11110.4,NOM0202060,APLICADO,,SPEI109660373
2026-02-28,AOP190822K51,EMP-061,014440102645548031,9231.0,NOM0202061,APLICADO,,SPEI128038922
2026-02-28,AOP190822K51,EMP-062,646180675476565917,4205.25,NOM0202062,RECHAZADO,CLABE invalida,
2026-02-28,GMA180705B12,EMP-063,012910426362062943,16622.2,NOM0202063,APLICADO,,SPEI117800677
2026-02-28,TST230209M88,EMP-064,072180450931275774,7828.25,NOM0202064,APLICADO,,SPEI615447939
2026-02-28,SSC210415H29,EMP-065,002440893493016191,17796.3,NOM0202065,APLICADO,,SPEI528956611
2026-02-28,MLO200310J77,EMP-066,012320976838196904,28276.8,NOM0202066,APLICADO,,SPEI611765660
2026-02-28,PRE220118D34,EMP-067,002180327019127106,4866.75,NOM0202067,APLICADO,,SPEI467153209
2026-02-28,MLO200310J77,EMP-068,012910017121001758,17262.0,NOM0202068,APLICADO,,SPEI287649299
2026-02-28,SSC210415H29,EMP-069,014180644051487708,8009.25,NOM0202069,APLICADO,,SPEI114026081
2026-02-28,TST230209M88,EMP-070,012650991900945330,4866.75,NOM0202070,APLICADO,,SPEI699769684
2026-02-28,SSC210415H29,EMP-071,002910569084632528,4630.5,NOM0202071,APLICADO,,SPEI531971002
2026-02-28,TST230209M88,EMP-072,012320127840136895,17229.8,NOM0202072,APLICADO,,SPEI421670546
2026-02-28,AOP190822K51,EMP-073,012180634224349106,6832.75,NOM0202073,APLICADO,,SPEI355027531
2026-02-28,MLO200310J77,EMP-074,012440517724124594,15320.2,NOM0202074,APLICADO,,SPEI951516796
2026-02-28,SSC210415H29,EMP-075,072320883622154780,22029.6,NOM0202075,APLICADO,,SPEI028923986
2026-02-28,AOP190822K51,EMP-076,072910249826509716,6697.0,NOM0202076,APLICADO,,SPEI325143717
2026-02-28,GMA180705B12,EMP-077,002180015906905565,6244.5,NOM0202077,APLICADO,,SPEI040945481
2026-02-28,SSC210415H29,EMP-078,072650766343750467,5837.25,NOM0202078,APLICADO,,SPEI030044646
2026-02-28,GMA180705B12,EMP-079,021320811022465380,8145.0,NOM0202079,APLICADO,,SPEI702643238
2026-02-28,AOP190822K51,EMP-080,072180382034664538,4394.25,NOM0202080,APLICADO,,SPEI300857438
