Fecha,RFC ordenante,ID colaborador,CLABE,Importe,Referencia,Estatus,Motivo de rechazo,Folio SPEI
2026-01-15,GMA180705B12,EMP-030,012180575206651942,29222.1,NOM0101030,APLICADO,,SPEI025791326
2026-01-15,MLO200310J77,EMP-031,012180468190330619,5055.75,NOM0101031,APLICADO,,SPEI084683104
2026-01-15,SSC210415H29,EMP-032,012320736696770249,13410.6,NOM0101032,APLICADO,,SPEI950267863
2026-01-15,TST230209M88,EMP-033,002910804997339819,10068.8,NOM0101033,APLICADO,,SPEI235250743
2026-01-15,SSC210415H29,EMP-034,012320953702651915,11067.0,NOM0101034,RECHAZADO,CLABE invalida,
2026-01-15,AOP190822K51,EMP-035,002180997094244955,5055.75,NOM0101035,APLICADO,,SPEI068038550
2026-01-15,MLO200310J77,EMP-036,072180464428282994,18577.2,NOM0101036,APLICADO,,SPEI841241411
2026-01-15,AOP190822K51,EMP-037,072910423640286109,5150.25,NOM0101037,APLICADO,,SPEI009261350
2026-01-15,AOP190822K51,EMP-038,646440116743606640,16188.2,NOM0101038,APLICADO,,SPEI579945934
2026-01-15,SSC210415H29,EMP-039,012320469084151242,5670.0,NOM0101039,APLICADO,,SPEI869830010
2026-01-15,MLO200310J77,EMP-040,014910525498305606,6289.75,NOM0101040,APLICADO,,SPEI679040101
2026-01-15,TST230209M88,EMP-041,002320276488091062,8914.25,NOM0101041,APLICADO,,SPEI375061785
2026-01-15,TST230209M88,EMP-042,012910463602490157,4441.5,NOM0101042,APLICADO,,SPEI571122020
2026-01-15,AOP190822K51,EMP-043,072650890442327340,24495.6,NOM0101043,APLICADO,,SPEI874689527
2026-01-15,AOP190822K51,EMP-044,014650998746252673,6063.5,NOM0101044,APLICADO,,SPEI698735836
2026-01-15,SSC210415H29,EMP-045,002650593254381621,5973.0,NOM0101045,APLICADO,,SPEI411339482
2026-01-15,TST230209M88,EMP-046,002650967133762793,5792.0,NOM0101046,APLICADO,,SPEI966071548
2026-01-15,TST230209M88,EMP-047,014180424626446255,5339.25,NOM0101047,APLICADO,,SPEI258666330
2026-01-15,SSC210415H29,EMP-048,012180882880590714,12065.2,NOM0101048,APLICADO,,SPEI081677888
2026-01-15,AOP190822K51,EMP-049,072910447136485319,7873.5,NOM0101049,APLICADO,,SPEI959225695
2026-01-15,TST230209M88,EMP-050,012180390499561095,16448.6,NOM0101050,APLICADO,,SPEI627746542
2026-01-15,AOP190822K51,EMP-051,014910287245379301,6380.25,NOM0101051,RECHAZADO,Cuenta cancelada,
2026-01-15,TST230209M88,EMP-052,021320791427681973,5244.75,NOM0101052,APLICADO,,SPEI786031161
2026-01-15,SSC210415H29,EMP-053,021910556408949085,9185.75,NOM0101053,APLICADO,,SPEI238453770
2026-01-15,GMA180705B12,EMP-054,072320632441416957,5520.5,NOM0101054,APLICADO,,SPEI442811301
2026-01-15,GMA180705B12,EMP-055,012440889924120796,15320.2,NOM0101055,APLICADO,,SPEI157303891
2026-01-15,GMA180705B12,EMP-056,014650645099845420,10546.2,NOM0101056,APLICADO,,SPEI491342494
2026-01-15,MLO200310J77,EMP-057,012650462309592554,8235.5,NOM0101057,APLICADO,,SPEI188115449
2026-01-15,TST230209M88,EMP-058,072180717417979774,17056.5,NOM0101058,APLICADO,,SPEI996090688
2026-01-15,AOP190822K51,EMP-059,646440008641511602,8235.5,NOM0101059,APLICADO,,SPEI824969926
2026-01-15,TST230209M88,EMP-060,021180912334908454,11110.4,NOM0101060,APLICADO,,SPEI396634844
2026-01-15,AOP190822K51,EMP-061,014440102645548031,9231.0,NOM0101061,APLICADO,,SPEI541459984
2026-01-15,AOP190822K51,EMP-062,646180675476565917,4205.25,NOM0101062,RECHAZADO,CLABE invalida,
2026-01-15,GMA180705B12,EMP-063,012910426362062943,16622.2,NOM0101063,APLICADO,,SPEI136749725
2026-01-15,TST230209M88,EMP-064,072180450931275774,7828.25,NOM0101064,APLICADO,,SPEI676461696
2026-01-15,SSC210415H29,EMP-065,002440893493016191,17796.3,NOM0101065,APLICADO,,SPEI056036223
2026-01-15,MLO200310J77,EMP-066,012320976838196904,28276.8,NOM0101066,APLICADO,,SPEI216395056
2026-01-15,PRE220118D34,EMP-067,002180327019127106,4866.75,NOM0101067,APLICADO,,SPEI262165337
2026-01-15,SSC210415H29,EMP-068,012910017121001758,17262.0,NOM0101068,APLICADO,,SPEI202797651
2026-01-15,SSC210415H29,EMP-069,014180644051487708,8009.25,NOM0101069,APLICADO,,SPEI074893791
2026-01-15,TST230209M88,EMP-070,012650991900945330,4866.75,NOM0101070,APLICADO,,SPEI541456325
2026-01-15,SSC210415H29,EMP-071,002910569084632528,4630.5,NOM0101071,APLICADO,,SPEI404144417
2026-01-15,TST230209M88,EMP-072,012320127840136895,17229.8,NOM0101072,APLICADO,,SPEI333238798
2026-01-15,AOP190822K51,EMP-073,012180634224349106,6832.75,NOM0101073,APLICADO,,SPEI583548380
2026-01-15,MLO200310J77,EMP-074,012440517724124594,15320.2,NOM0101074,RECHAZADO,Cuenta cancelada,
2026-01-15,SSC210415H29,EMP-075,072320883622154780,22029.6,NOM0101075,APLICADO,,SPEI041791896
2026-01-15,AOP190822K51,EMP-076,072910249826509716,6697.0,NOM0101076,APLICADO,,SPEI547279616
2026-01-15,GMA180705B12,EMP-077,002180015906905565,6244.5,NOM0101077,APLICADO,,SPEI463288804
2026-01-15,SSC210415H29,EMP-078,072650766343750467,5837.25,NOM0101078,APLICADO,,SPEI952681640
2026-01-15,GMA180705B12,EMP-079,021320811022465380,8145.0,NOM0101079,APLICADO,,SPEI532258499
2026-01-15,AOP190822K51,EMP-080,072180382034664538,4394.25,NOM0101080,APLICADO,,SPEI308082575
2026-01-30,SSC210415H29,EMP-001,014650844009394160,13888.0,NOM0102001,APLICADO,,SPEI591807190
2026-01-30,AOP190822K51,EMP-002,072910173585738907,10416.0,NOM0102002,APLICADO,,SPEI796847435
2026-01-30,PRE220118D34,EMP-003,002910269751510723,9808.4,NOM0102003,APLICADO,,SPEI844969441
2026-01-30,SSC210415H29,EMP-004,012650151110914483,11370.8,NOM0102004,APLICADO,,SPEI018528576
2026-01-30,GMA180705B12,EMP-005,072320508897260755,8235.5,NOM0102005,APLICADO,,SPEI024235618
2026-01-30,PRE220118D34,EMP-006,646180250369342533,6923.25,NOM0102006,APLICADO,,SPEI309016798
2026-01-30,SSC210415H29,EMP-007,012320110005958621,25399.8,NOM0102007,APLICADO,,SPEI028561271
2026-01-30,PRE220118D34,EMP-008,012910347883409753,11023.6,NOM0102008,APLICADO,,SPEI010638837
2026-01-30,SSC210415H29,EMP-009,002650080240641969,23139.3,NOM0102009,APLICADO,,SPEI377854099
2026-01-30,SSC210415H29,EMP-010,012650985627001097,4677.75,NOM0102010,APLICADO,,SPEI639815032
2026-01-30,SSC210415H29,EMP-011,012440318697474800,5150.25,NOM0102011,APLICADO,,SPEI714164666
2026-01-30,TST230209M88,EMP-012,002440519237966176,5150.25,NOM0102012,APLICADO,,SPEI187892864
2026-01-30,PRE220118D34,EMP-013,012910909100838351,21372.0,NOM0102013,APLICADO,,SPEI996225990
2026-01-30,PRE220118D34,EMP-014,072650642831628474,6742.25,NOM0102014,RECHAZADO,CLABE invalida,
2026-01-30,MLO200310J77,EMP-015,002440474094498948,5656.25,NOM0102015,APLICADO,,SPEI864823895
2026-01-30,TST230209M88,EMP-016,012910683259845896,21084.3,NOM0102016,APLICADO,,SPEI433350786
2026-01-30,AOP190822K51,EMP-017,021320646946020445,10893.4,NOM0102017,APLICADO,,SPEI083477927
2026-01-30,TST230209M88,EMP-018,012440703682195819,11067.0,NOM0102018,APLICADO,,SPEI052873044
2026-01-30,AOP190822K51,EMP-019,021650003762586560,5701.5,NOM0102019,APLICADO,,SPEI946636641
2026-01-30,SSC210415H29,EMP-020,014910792132044001,5244.75,NOM0102020,APLICADO,,SPEI052567202
2026-01-30,AOP190822K51,EMP-021,012650132824697552,21043.2,NOM0102021,APLICADO,,SPEI033692640
2026-01-30,AOP190822K51,EMP-022,021180382182335394,8054.5,NOM0102022,RECHAZADO,CLABE invalida,
2026-01-30,AOP190822K51,EMP-023,014440051201768335,8869.0,NOM0102023,APLICADO,,SPEI034216221
2026-01-30,SSC210415H29,EMP-024,012180732655058269,9808.4,NOM0102024,APLICADO,,SPEI642420229
2026-01-30,TST230209M88,EMP-025,014180316339473908,27454.8,NOM0102025,APLICADO,,SPEI198998450
2026-01-30,TST230209M88,EMP-026,012440290236693814,6425.5,NOM0102026,APLICADO,,SPEI207566800
2026-01-30,TST230209M88,EMP-027,012650246260910161,9634.8,NOM0102027,APLICADO,,SPEI254458536
2026-01-30,GMA180705B12,EMP-028,012650384549475868,5611.0,NOM0102028,RECHAZADO,CLABE invalida,
2026-01-30,PRE220118D34,EMP-029,014320376786432091,6425.5,NOM0102029,APLICADO,,SPEI968862272
2026-01-30,GMA180705B12,EMP-030,012180575206651942,29222.1,NOM0102030,APLICADO,,SPEI226352322
2026-01-30,MLO200310J77,EMP-031,012180468190330619,5055.75,NOM0102031,APLICADO,,SPEI253761111
2026-01-30,SSC210415H29,EMP-032,012320736696770249,13410.6,NOM0102032,APLICADO,,SPEI715205955
2026-01-30,TST230209M88,EMP-033,002910804997339819,10068.8,NOM0102033,APLICADO,,SPEI047108067
2026-01-30,SSC210415H29,EMP-034,012320953702651915,11067.0,NOM0102034,RECHAZADO,CLABE invalida,
2026-01-30,AOP190822K51,EMP-035,002180997094244955,5055.75,NOM0102035,APLICADO,,SPEI617413806
2026-01-30,MLO200310J77,EMP-036,072180464428282994,18577.2,NOM0102036,APLICADO,,SPEI592116379
2026-01-30,AOP190822K51,EMP-038,646440116743606640,16188.2,NOM0102038,APLICADO,,SPEI171276249
2026-01-30,SSC210415H29,EMP-039,012320469084151242,5670.0,NOM0102039,APLICADO,,SPEI010395664
2026-01-30,TST230209M88,EMP-041,002320276488091062,8914.25,NOM0102041,APLICADO,,SPEI002789476
2026-01-30,TST230209M88,EMP-042,012910463602490157,4441.5,NOM0102042,APLICADO,,SPEI350158002
2026-01-30,AOP190822K51,EMP-043,072650890442327340,24495.6,NOM0102043,APLICADO,,SPEI057819914
2026-01-30,AOP190822K51,EMP-044,014650998746252673,6063.5,NOM0102044,APLICADO,,SPEI118921243
2026-01-30,SSC210415H29,EMP-045,002650593254381621,5973.0,NOM0102045,APLICADO,,SPEI027947581
2026-01-30,TST230209M88,EMP-046,002650967133762793,5792.0,NOM0102046,APLICADO,,SPEI957263716
2026-01-30,TST230209M88,EMP-047,014180424626446255,5339.25,NOM0102047,APLICADO,,SPEI934248857
2026-01-30,SSC210415H29,EMP-048,012180882880590714,12065.2,NOM0102048,APLICADO,,SPEI653334470
2026-01-30,AOP190822K51,EMP-049,072910447136485319,7873.5,NOM0102049,APLICADO,,SPEI320131945
2026-01-30,TST230209M88,EMP-050,012180390499561095,16448.6,NOM0102050,APLICADO,,SPEI126395496
2026-01-30,AOP190822K51,EMP-051,014910287245379301,6380.25,NOM0102051,APLICADO,,SPEI586252871
2026-01-30,TST230209M88,EMP-052,021320791427681973,5244.75,NOM0102052,APLICADO,,SPEI246122521
2026-01-30,GMA180705B12,EMP-054,072320632441416957,5520.5,NOM0102054,APLICADO,,SPEI596028867
2026-01-30,GMA180705B12,EMP-055,012440889924120796,15320.2,NOM0102055,APLICADO,,SPEI640335213
2026-01-30,GMA180705B12,EMP-056,014650645099845420,10546.2,NOM0102056,APLICADO,,SPEI332534794
2026-01-30,MLO200310J77,EMP-057,012650462309592554,8235.5,NOM0102057,APLICADO,,SPEI485664943
2026-01-30,TST230209M88,EMP-058,072180717417979774,17056.5,NOM0102058,APLICADO,,SPEI520572810
2026-01-30,AOP190822K51,EMP-059,646440008641511602,8235.5,NOM0102059,APLICADO,,SPEI457031583
2026-01-30,TST230209M88,EMP-060,021180912334908454,11110.4,NOM0102060,APLICADO,,SPEI018777223
2026-01-30,AOP190822K51,EMP-061,014440102645548031,9231.0,NOM0102061,APLICADO,,SPEI129445005
2026-01-30,AOP190822K51,EMP-062,646180675476565917,4205.25,NOM0102062,RECHAZADO,CLABE invalida,
2026-01-30,GMA180705B12,EMP-063,012910426362062943,16622.2,NOM0102063,APLICADO,,SPEI911044632
2026-01-30,TST230209M88,EMP-064,072180450931275774,7828.25,NOM0102064,APLICADO,,SPEI311929687
2026-01-30,SSC210415H29,EMP-065,002440893493016191,17796.3,NOM0102065,APLICADO,,SPEI583288251
2026-01-30,MLO200310J77,EMP-066,012320976838196904,28276.8,NOM0102066,APLICADO,,SPEI491233609
2026-01-30,PRE220118D34,EMP-067,002180327019127106,4866.75,NOM0102067,APLICADO,,SPEI315623814
2026-01-30,SSC210415H29,EMP-068,012910017121001758,17262.0,NOM0102068,APLICADO,,SPEI045593632
2026-01-30,SSC210415H29,EMP-069,014180644051487708,8009.25,NOM0102069,APLICADO,,SPEI747949074
2026-01-30,SSC210415H29,EMP-071,002910569084632528,4630.5,NOM0102071,APLICADO,,SPEI046768025
2026-01-30,TST230209M88,EMP-072,012320127840136895,17229.8,NOM0102072,APLICADO,,SPEI297240090
2026-01-30,AOP190822K51,EMP-073,012180634224349106,6832.75,NOM0102073,APLICADO,,SPEI858200781
2026-01-30,MLO200310J77,EMP-074,012440517724124594,15320.2,NOM0102074,APLICADO,,SPEI917966961
2026-01-30,AOP190822K51,EMP-076,072910249826509716,6697.0,NOM0102076,APLICADO,,SPEI725765798
2026-01-30,GMA180705B12,EMP-077,002180015906905565,6244.5,NOM0102077,APLICADO,,SPEI469447020
2026-01-30,SSC210415H29,EMP-078,072650766343750467,5837.25,NOM0102078,APLICADO,,SPEI209786810
2026-01-30,GMA180705B12,EMP-079,021320811022465380,8145.0,NOM0102079,APLICADO,,SPEI314796799
2026-01-30,AOP190822K51,EMP-080,072180382034664538,4394.25,NOM0102080,APLICADO,,SPEI528807129
