Fecha,RFC ordenante,ID colaborador,CLABE,Importe,Referencia,Estatus,Motivo de rechazo,Folio SPEI
2026-03-15,MLO200310J77,EMP-036,072180464428282994,18577.2,NOM0301036,APLICADO,,SPEI790632788
2026-03-15,AOP190822K51,EMP-037,072910423640286109,5150.25,NOM0301037,APLICADO,,SPEI018153001
2026-03-15,AOP190822K51,EMP-038,646440116743606640,16188.2,NOM0301038,APLICADO,,SPEI800812794
2026-03-15,SSC210415H29,EMP-039,012320469084151242,5670.0,NOM0301039,APLICADO,,SPEI840025931
2026-03-15,MLO200310J77,EMP-040,014910525498305606,6289.75,NOM0301040,APLICADO,,SPEI535401881
2026-03-15,TST230209M88,EMP-041,002320276488091062,8914.25,NOM0301041,APLICADO,,SPEI828521510
2026-03-15,TST230209M88,EMP-042,012910463602490157,4441.5,NOM0301042,APLICADO,,SPEI678900447
2026-03-15,AOP190822K51,EMP-043,072650890442327340,24495.6,NOM0301043,APLICADO,,SPEI676756545
2026-03-15,AOP190822K51,EMP-044,014650998746252673,6063.5,NOM0301044,APLICADO,,SPEI577064614
2026-03-15,SSC210415H29,EMP-045,002650593254381621,5973.0,NOM0301045,APLICADO,,SPEI895729460
2026-03-15,TST230209M88,EMP-046,002650967133762793,5792.0,NOM0301046,APLICADO,,SPEI315260248
2026-03-15,TST230209M88,EMP-047,014180424626446255,5339.25,NOM0301047,APLICADO,,SPEI048006093
2026-03-15,SSC210415H29,EMP-048,012180882880590714,12065.2,NOM0301048,APLICADO,,SPEI177592835
2026-03-15,AOP190822K51,EMP-049,072910447136485319,7873.5,NOM0301049,APLICADO,,SPEI094166994
2026-03-15,TST230209M88,EMP-050,012180390499561095,16448.6,NOM0301050,APLICADO,,SPEI732775251
2026-03-15,AOP190822K51,EMP-051,014910287245379301,6380.25,NOM0301051,APLICADO,,SPEI050133161
2026-03-15,SSC210415H29,EMP-053,021910556408949085,9185.75,NOM0301053,APLICADO,,SPEI921079356
2026-03-15,GMA180705B12,EMP-054,072320632441416957,5520.5,NOM0301054,APLICADO,,SPEI907316904
2026-03-15,GMA180705B12,EMP-055,012440889924120796,15320.2,NOM0301055,APLICADO,,SPEI222470310
2026-03-15,GMA180705B12,EMP-056,014650645099845420,10546.2,NOM0301056,APLICADO,,SPEI553053947
2026-03-15,MLO200310J77,EMP-057,012650462309592554,8235.5,NOM0301057,APLICADO,,SPEI496178821
2026-03-15,TST230209M88,EMP-058,072180717417979774,17056.5,NOM0301058,APLICADO,,SPEI074719555
2026-03-15,AOP190822K51,EMP-059,646440008641511602,8235.5,NOM0301059,APLICADO,,SPEI111361619
2026-03-15,TST230209M88,EMP-060,021180912334908454,11110.4,NOM0301060,APLICADO,,SPEI057755767
2026-03-15,AOP190822K51,EMP-061,014440102645548031,9231.0,NOM0301061,APLICADO,,SPEI699176573
2026-03-15,AOP190822K51,EMP-062,646180675476565917,4205.25,NOM0301062,RECHAZADO,CLABE invalida,
2026-03-15,GMA180705B12,EMP-063,012910426362062943,16622.2,NOM0301063,APLICADO,,SPEI247038308
2026-03-15,TST230209M88,EMP-064,072180450931275774,7828.25,NOM0301064,APLICADO,,SPEI063663555
2026-03-15,SSC210415H29,EMP-065,002440893493016191,17796.3,NOM0301065,APLICADO,,SPEI359322808
2026-03-15,MLO200310J77,EMP-066,012320976838196904,28276.8,NOM0301066,APLICADO,,SPEI960989606
2026-03-15,PRE220118D34,EMP-067,002180327019127106,4866.75,NOM0301067,APLICADO,,SPEI500579330
2026-03-15,MLO200310J77,EMP-068,012910017121001758,17262.0,NOM0301068,APLICADO,,SPEI578588441
2026-03-15,SSC210415H29,EMP-069,014180644051487708,8009.25,NOM0301069,APLICADO,,SPEI716572253
2026-03-15,TST230209M88,EMP-070,012650991900945330,4866.75,NOM0301070,APLICADO,,SPEI032734754
2026-03-15,SSC210415H29,EMP-071,002910569084632528,4630.5,NOM0301071,APLICADO,,SPEI308616660
2026-03-15,TST230209M88,EMP-072,012320127840136895,17229.8,NOM0301072,APLICADO,,SPEI282053951
2026-03-15,AOP190822K51,EMP-073,012180634224349106,6832.75,NOM0301073,APLICADO,,SPEI435650990
2026-03-15,MLO200310J77,EMP-074,012440517724124594,15320.2,NOM0301074,APLICADO,,SPEI560867985
2026-03-15,SSC210415H29,EMP-075,072320883622154780,22029.6,NOM0301075,APLICADO,,SPEI251331273
2026-03-15,AOP190822K51,EMP-076,072910249826509716,6697.0,NOM0301076,APLICADO,,SPEI570362707
2026-03-15,GMA180705B12,EMP-077,002180015906905565,6244.5,NOM0301077,APLICADO,,SPEI985365038
2026-03-15,SSC210415H29,EMP-078,072650766343750467,5837.25,NOM0301078,APLICADO,,SPEI179246889
2026-03-15,GMA180705B12,EMP-079,021320811022465380,8145.0,NOM0301079,APLICADO,,SPEI069663268
2026-03-15,AOP190822K51,EMP-080,072180382034664538,4394.25,NOM0301080,APLICADO,,SPEI144677824
2026-03-30,SSC210415H29,EMP-001,014650844009394160,13888.0,NOM0302001,APLICADO,,SPEI742044203
2026-03-30,AOP190822K51,EMP-002,072910173585738907,10416.0,NOM0302002,APLICADO,,SPEI824845303
2026-03-30,MLO200310J77,EMP-003,002910269751510723,9808.4,NOM0302003,APLICADO,,SPEI413585511
2026-03-30,SSC210415H29,EMP-004,012650151110914483,11370.8,NOM0302004,APLICADO,,SPEI336289456
2026-03-30,MLO200310J77,EMP-005,072320508897260755,8235.5,NOM0302005,APLICADO,,SPEI364013910
2026-03-30,PRE220118D34,EMP-006,646180250369342533,6923.25,NOM0302006,APLICADO,,SPEI563106446
2026-03-30,SSC210415H29,EMP-007,012320110005958621,25399.8,NOM0302007,APLICADO,,SPEI456307991
2026-03-30,PRE220118D34,EMP-008,012910347883409753,11023.6,NOM0302008,APLICADO,,SPEI603578791
2026-03-30,MLO200310J77,EMP-009,002650080240641969,23139.3,NOM0302009,APLICADO,,SPEI135740176
2026-03-30,SSC210415H29,EMP-010,012650985627001097,4677.75,NOM0302010,APLICADO,,SPEI910227108
2026-03-30,SSC210415H29,EMP-011,012440318697474800,5150.25,NOM0302011,APLICADO,,SPEI415933465
2026-03-30,TST230209M88,EMP-012,002440519237966176,5150.25,NOM0302012,APLICADO,,SPEI829201478
2026-03-30,PRE220118D34,EMP-013,012910909100838351,21372.0,NOM0302013,APLICADO,,SPEI263803642
2026-03-30,SSC210415H29,EMP-014,072650642831628474,6742.25,NOM0302014,RECHAZADO,CLABE invalida,
2026-03-30,MLO200310J77,EMP-015,002440474094498948,5656.25,NOM0302015,APLICADO,,SPEI369916870
2026-03-30,AOP190822K51,EMP-017,021320646946020445,10893.4,NOM0302017,APLICADO,,SPEI783150364
2026-03-30,TST230209M88,EMP-018,012440703682195819,11067.0,NOM0302018,APLICADO,,SPEI788300323
2026-03-30,AOP190822K51,EMP-019,021650003762586560,5701.5,NOM0302019,APLICADO,,SPEI414993997
2026-03-30,SSC210415H29,EMP-020,014910792132044001,5244.75,NOM0302020,APLICADO,,SPEI402651693
2026-03-30,AOP190822K51,EMP-021,012650132824697552,21043.2,NOM0302021,APLICADO,,SPEI281972639
2026-03-30,AOP190822K51,EMP-022,021180382182335394,8054.5,NOM0302022,RECHAZADO,CLABE invalida,
2026-03-30,AOP190822K51,EMP-023,014440051201768335,8869.0,NOM0302023,APLICADO,,SPEI190035665
2026-03-30,SSC210415H29,EMP-024,012180732655058269,9808.4,NOM0302024,APLICADO,,SPEI124386090
2026-03-30,TST230209M88,EMP-025,014180316339473908,27454.8,NOM0302025,APLICADO,,SPEI277566002
2026-03-30,TST230209M88,EMP-026,012440290236693814,6425.5,NOM0302026,APLICADO,,SPEI826902582
2026-03-30,TST230209M88,EMP-027,012650246260910161,9634.8,NOM0302027,APLICADO,,SPEI493513028
2026-03-30,GMA180705B12,EMP-028,012650384549475868,5611.0,NOM0302028,RECHAZADO,CLABE invalida,
2026-03-30,AOP190822K51,EMP-029,014320376786432091,6425.5,NOM0302029,APLICADO,,SPEI683320882
2026-03-30,GMA180705B12,EMP-030,012180575206651942,29222.1,NOM0302030,APLICADO,,SPEI614859067
2026-03-30,MLO200310J77,EMP-031,012180468190330619,5055.75,NOM0302031,APLICADO,,SPEI104562134
2026-03-30,SSC210415H29,EMP-032,012320736696770249,13410.6,NOM0302032,APLICADO,,SPEI851936599
2026-03-30,TST230209M88,EMP-033,002910804997339819,10068.8,NOM0302033,APLICADO,,SPEI208852392
2026-03-30,SSC210415H29,EMP-034,012320953702651915,11067.0,NOM0302034,RECHAZADO,CLABE invalida,
2026-03-30,AOP190822K51,EMP-035,002180997094244955,5055.75,NOM0302035,APLICADO,,SPEI132046229
2026-03-30,MLO200310J77,EMP-036,072180464428282994,18577.2,NOM0302036,APLICADO,,SPEI368251260
2026-03-30,AOP190822K51,EMP-038,646440116743606640,16188.2,NOM0302038,APLICADO,,SPEI288982007
2026-03-30,SSC210415H29,EMP-039,012320469084151242,5670.0,NOM0302039,APLICADO,,SPEI386397512
2026-03-30,TST230209M88,EMP-041,002320276488091062,8914.25,NOM0302041,APLICADO,,SPEI396405006
2026-03-30,TST230209M88,EMP-042,012910463602490157,4441.5,NOM0302042,APLICADO,,SPEI594926210
2026-03-30,AOP190822K51,EMP-043,072650890442327340,24495.6,NOM0302043,APLICADO,,SPEI242757547
2026-03-30,AOP190822K51,EMP-044,014650998746252673,6063.5,NOM0302044,APLICADO,,SPEI532770763
2026-03-30,SSC210415H29,EMP-045,002650593254381621,5973.0,NOM0302045,APLICADO,,SPEI052185028
2026-03-30,TST230209M88,EMP-046,002650967133762793,5792.0,NOM0302046,APLICADO,,SPEI907687150
2026-03-30,TST230209M88,EMP-047,014180424626446255,5339.25,NOM0302047,APLICADO,,SPEI947124853
2026-03-30,SSC210415H29,EMP-048,012180882880590714,12065.2,NOM0302048,APLICADO,,SPEI671198098
2026-03-30,AOP190822K51,EMP-049,072910447136485319,7873.5,NOM0302049,APLICADO,,SPEI307522814
2026-03-30,TST230209M88,EMP-050,012180390499561095,16448.6,NOM0302050,APLICADO,,SPEI363062826
2026-03-30,AOP190822K51,EMP-051,014910287245379301,6380.25,NOM0302051,APLICADO,,SPEI770343463
2026-03-30,TST230209M88,EMP-052,021320791427681973,5244.75,NOM0302052,APLICADO,,SPEI738745272
2026-03-30,GMA180705B12,EMP-054,072320632441416957,5520.5,NOM0302054,APLICADO,,SPEI689914782
2026-03-30,GMA180705B12,EMP-055,012440889924120796,15320.2,NOM0302055,APLICADO,,SPEI238242240
2026-03-30,GMA180705B12,EMP-056,014650645099845420,10546.2,NOM0302056,APLICADO,,SPEI774891810
2026-03-30,MLO200310J77,EMP-057,012650462309592554,8235.5,NOM0302057,APLICADO,,SPEI700403663
2026-03-30,TST230209M88,EMP-058,072180717417979774,17056.5,NOM0302058,APLICADO,,SPEI145036563
2026-03-30,AOP190822K51,EMP-059,646440008641511602,8235.5,NOM0302059,APLICADO,,SPEI181775925
2026-03-30,TST230209M88,EMP-060,021180912334908454,11110.4,NOM0302060,APLICADO,,SPEI153242515
2026-03-30,AOP190822K51,EMP-061,014440102645548031,9231.0,NOM0302061,APLICADO,,SPEI419924342
2026-03-30,AOP190822K51,EMP-062,646180675476565917,4205.25,NOM0302062,RECHAZADO,CLABE invalida,
2026-03-30,GMA180705B12,EMP-063,012910426362062943,16622.2,NOM0302063,APLICADO,,SPEI795657951
2026-03-30,TST230209M88,EMP-064,072180450931275774,7828.25,NOM0302064,APLICADO,,SPEI644471246
2026-03-30,SSC210415H29,EMP-065,002440893493016191,17796.3,NOM0302065,APLICADO,,SPEI851857045
2026-03-30,MLO200310J77,EMP-066,012320976838196904,28276.8,NOM0302066,APLICADO,,SPEI279060217
2026-03-30,PRE220118D34,EMP-067,002180327019127106,4866.75,NOM0302067,APLICADO,,SPEI688382971
2026-03-30,MLO200310J77,EMP-068,012910017121001758,17262.0,NOM0302068,APLICADO,,SPEI484875000
2026-03-30,SSC210415H29,EMP-069,014180644051487708,8009.25,NOM0302069,APLICADO,,SPEI198710376
2026-03-30,SSC210415H29,EMP-071,002910569084632528,4630.5,NOM0302071,APLICADO,,SPEI818313352
2026-03-30,TST230209M88,EMP-072,012320127840136895,17229.8,NOM0302072,APLICADO,,SPEI188796688
2026-03-30,AOP190822K51,EMP-073,012180634224349106,6832.75,NOM0302073,APLICADO,,SPEI325731828
2026-03-30,MLO200310J77,EMP-074,012440517724124594,15320.2,NOM0302074,APLICADO,,SPEI121481343
2026-03-30,AOP190822K51,EMP-076,072910249826509716,6697.0,NOM0302076,APLICADO,,SPEI629867646
2026-03-30,GMA180705B12,EMP-077,002180015906905565,6244.5,NOM0302077,APLICADO,,SPEI991692902
2026-03-30,SSC210415H29,EMP-078,072650766343750467,5837.25,NOM0302078,APLICADO,,SPEI194396405
2026-03-30,GMA180705B12,EMP-079,021320811022465380,8145.0,NOM0302079,APLICADO,,SPEI961833631
2026-03-30,AOP190822K51,EMP-080,072180382034664538,4394.25,NOM0302080,APLICADO,,SPEI084401085
